Suburb_0,Suburb_1,Suburb_2,Suburb_3,Suburb_4,Suburb_5,Suburb_6,Suburb_7,Suburb_8,Rooms,Price,SellerG_0,SellerG_1,SellerG_2,SellerG_3,SellerG_4,SellerG_5,SellerG_6,SellerG_7,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea_0,CouncilArea_1,CouncilArea_2,CouncilArea_3,CouncilArea_4,Lattitude,Longtitude,Propertycount,BuildingAge,Year_Sold,Month_Sold,Day_Sold,DayOfWeek_Sold,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan
0,0,0,1,1,0,0,0,1,3,806500.0,0,0,0,0,1,1,0,0,13.0,3.0,1.0,2.0,766.0,127.0,0,1,1,0,1,-37.6988,144.9372,8870.0,53.0,2016,3,12,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,0,1,3,635000.0,0,0,1,0,1,0,1,1,12.0,3.0,2.0,2.0,247.0,125.0,0,0,1,0,0,-37.70952,145.02823999999995,21650.0,48.0,2017,6,17,5,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,0,1,3,640000.0,0,1,0,0,1,1,1,0,10.5,3.0,1.0,1.0,616.0,125.0,0,1,1,0,1,-37.79798,144.81529,6763.0,48.0,2017,8,26,5,1,0,0,0,0,0,0,0,0,1
0,1,1,0,1,0,0,0,1,4,478000.0,0,0,0,1,0,0,1,1,27.2,4.0,2.0,2.0,400.0,151.54,1,1,0,1,0,-37.87047000000001,144.59864,5262.0,10.0,2017,8,7,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,1,0,1,2,1050000.0,0,0,0,0,1,1,0,0,5.5,2.0,1.0,2.0,301.0,100.0,0,0,1,0,0,-37.774,145.0081,11364.0,93.0,2016,6,27,0,1,0,0,0,0,1,0,0,0,0
0,1,0,1,1,0,1,1,0,4,920000.0,0,1,0,0,0,1,0,0,21.5,4.0,2.0,2.0,413.0,170.0,1,0,0,0,1,-37.99906,145.09386,3650.0,43.0,2017,6,24,5,1,0,0,0,0,0,0,1,0,0
0,0,1,1,0,1,1,0,1,4,1785000.0,0,0,1,0,0,0,0,0,7.0,4.0,2.0,2.0,640.0,125.0,0,1,0,1,1,-37.8104,144.8867,6543.0,48.0,2016,10,9,6,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0,0,1,0,1,3,1400000.0,0,0,0,0,1,0,0,1,4.1,3.0,2.0,2.0,0.0,125.0,0,0,1,1,0,-37.83725,145.01476,7217.0,43.0,2017,12,8,4,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,1,1,0,1,3,935000.0,0,0,1,0,0,0,0,1,7.0,3.0,1.0,0.0,198.0,98.0,0,1,0,1,1,-37.8194,144.8914,6543.0,48.0,2017,8,4,4,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,3,1530000.0,0,0,0,0,0,0,1,1,9.2,3.0,1.0,1.0,753.0,118.0,0,0,1,1,1,-37.8543,145.0889,10412.0,78.0,2016,4,6,2,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,1,0,1,0,4,2667000.0,0,0,0,0,0,1,1,1,3.3,4.0,3.0,2.0,446.0,125.0,0,0,1,1,0,-37.8454,144.9989,14887.0,118.0,2016,11,27,6,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,3,1186000.0,0,0,0,0,0,0,1,0,8.8,2.0,1.0,1.0,713.0,83.0,0,0,1,0,0,-37.7436,145.0191,14577.0,58.0,2016,5,28,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,0,1,0,1,0,3,950000.0,0,0,0,0,0,1,0,0,6.2,3.0,2.0,2.0,211.0,125.0,0,0,1,0,1,-37.83712,144.86686,5498.0,48.0,2017,7,29,5,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,4,1295000.0,0,0,0,0,0,0,1,0,8.0,4.0,2.0,2.0,696.0,125.0,0,0,0,1,0,-37.7465,144.8983,9264.0,48.0,2016,10,15,5,1,0,0,0,0,0,0,0,0,1
0,1,1,0,1,1,1,1,1,5,872000.0,1,0,1,1,1,1,0,0,26.5,5.0,2.0,2.0,1254.0,186.75,1,1,0,1,1,-37.79026,145.33738,8280.0,38.0,2017,3,6,0,1,0,0,0,1,0,0,0,0,0
0,0,1,0,0,1,0,0,1,4,1105000.0,0,0,1,0,1,0,1,0,14.6,3.0,2.0,2.0,220.0,187.0,1,0,0,0,1,-37.9387,145.0398,2555.0,3.0,2016,7,30,5,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,1,0,1,0,3,1200000.0,0,0,1,0,0,1,0,0,8.4,3.0,1.0,0.0,484.0,125.0,0,0,1,0,1,-37.8437,144.8809,5498.0,48.0,2017,8,4,4,1,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,1,1,1,2,615888.0,0,0,0,0,1,0,0,1,6.2,2.0,1.0,1.0,915.0,73.0,0,0,1,1,1,-37.81835,145.05895,6482.0,48.0,2017,8,7,0,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,2,1645000.0,0,0,0,0,0,0,1,0,1.6,4.0,1.0,3.0,0.0,2.0,0,0,0,0,1,-37.8046,144.9858,4553.0,128.0,2016,5,28,5,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,0,2,611000.0,0,0,0,0,1,0,0,1,7.4,2.0,1.0,1.0,0.0,68.0,0,0,1,1,0,-37.8515,145.0372,4675.0,10.0,2016,8,10,2,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1,1,1,0,1,3,1160000.0,0,0,1,0,1,0,1,0,10.1,3.0,2.0,2.0,441.0,125.0,0,1,0,0,1,-37.89706,145.07483,4442.0,48.0,2017,5,27,5,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,1,1,1,1,2,1115000.0,0,0,1,0,1,1,0,0,9.3,2.0,1.0,1.0,402.0,125.0,0,1,0,0,1,-37.8967,145.0313,5051.0,48.0,2016,8,22,0,1,0,0,0,0,0,0,0,1,0
0,1,1,0,1,1,1,1,0,4,1322000.0,0,1,0,0,0,1,0,0,20.0,4.0,2.0,2.0,556.0,125.0,1,0,0,0,1,-37.97911,145.08045,6162.0,48.0,2017,8,7,0,1,0,0,0,0,0,0,1,0,0
0,1,0,1,1,0,1,1,0,4,1440000.0,0,0,1,0,1,0,1,0,21.5,4.0,2.0,2.0,695.0,125.0,1,0,0,0,1,-38.00477,145.10078,3650.0,48.0,2017,12,8,4,1,0,0,0,0,0,0,1,0,0
0,0,1,0,1,1,0,1,1,2,800000.0,0,0,0,0,1,0,0,1,1.2,2.0,2.0,2.0,0.0,73.0,1,0,0,0,0,-37.8229,144.9612,8400.0,4.0,2016,9,24,5,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,1,1,1,0,3,727500.0,0,0,0,0,1,0,1,0,11.5,3.0,1.0,2.0,719.0,125.0,0,1,1,0,1,-37.7152,144.9074,2651.0,48.0,2016,8,13,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,1,1,3,826000.0,0,0,0,0,0,0,0,1,11.2,3.0,1.0,2.0,119.0,125.0,0,1,1,0,0,-37.8958,144.9994,10579.0,48.0,2016,5,14,5,0,0,1,0,0,0,0,0,1,0
0,1,0,1,1,0,0,1,0,4,670000.0,0,0,0,1,0,0,1,0,25.9,4.0,2.0,2.0,512.0,221.0,1,1,0,0,1,-37.58676,145.08889,5812.0,6.0,2017,1,7,5,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,1,1,1,0,4,1350000.0,0,0,0,0,0,0,1,0,9.1,3.0,2.0,2.0,1076.0,180.0,0,0,0,1,0,-37.7609,144.8905,1543.0,58.0,2016,5,28,5,1,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,0,0,1,5,1780000.0,0,0,0,1,0,0,1,1,17.3,5.0,3.0,2.0,613.0,125.0,0,1,1,0,0,-37.97732,145.04388,5366.0,48.0,2017,12,8,4,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,2,440000.0,0,0,0,1,0,0,1,1,13.8,2.0,1.0,1.0,0.0,125.0,0,0,1,0,1,-37.8659,144.83100000000005,5301.0,48.0,2017,11,2,3,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,1,1,0,3,680000.0,0,0,0,1,1,1,1,1,11.1,3.0,1.0,3.0,551.0,125.0,0,0,1,0,1,-37.8254,144.8514,5132.0,48.0,2016,11,19,5,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0,1,0,0,1,2,513500.0,0,0,0,1,0,1,1,0,8.0,2.0,1.0,1.0,0.0,72.0,0,0,1,0,1,-37.8536,144.8981,6380.0,38.0,2016,5,14,5,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,3,820000.0,0,0,0,0,0,0,0,1,8.7,3.0,2.0,2.0,203.0,160.0,0,1,0,1,1,-37.7853,144.8972,4918.0,12.0,2016,5,28,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,2,660000.0,0,0,0,1,0,0,1,0,8.8,2.0,1.0,1.0,113.0,90.0,0,0,1,0,0,-37.7479,145.0153,14577.0,5.0,2017,3,18,5,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,0,1,3,1905000.0,0,0,0,0,1,0,0,1,7.8,3.0,1.0,2.0,400.0,145.0,0,0,1,1,1,-37.8333,145.0616,8920.0,128.0,2017,5,20,5,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,2,994000.0,0,0,0,1,0,1,0,1,10.7,2.0,2.0,2.0,539.0,125.0,0,1,1,0,0,-37.9013,145.0072,6938.0,48.0,2017,2,25,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,1,0,0,5,1705000.0,0,0,0,1,0,1,0,1,13.7,5.0,2.0,2.0,648.0,364.0,0,1,1,0,0,-37.946,145.0181,5454.0,68.0,2016,6,18,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,0,0,0,3,950000.0,1,0,0,0,0,1,1,1,9.4,3.0,1.0,3.0,695.0,125.0,0,1,1,1,1,-37.7416,145.0406,2674.0,48.0,2017,4,22,5,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,1,3,762700.0,0,0,1,1,0,1,0,0,13.0,3.0,1.0,4.0,597.0,100.0,0,1,1,0,1,-37.7097,144.9351,8870.0,58.0,2017,2,25,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,1,1,0,4,2650000.0,0,0,0,0,1,0,0,1,9.7,4.0,2.0,2.0,996.0,125.0,0,1,1,0,1,-37.7883,145.07805,7809.0,48.0,2017,3,9,3,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,0,1,0,3,1151000.0,0,0,1,0,0,1,0,0,8.4,2.0,1.0,5.0,571.0,120.0,0,0,1,0,1,-37.8417,144.8896,5498.0,98.0,2016,6,27,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0,0,0,1,0,5,1975000.0,0,0,0,0,1,0,0,1,11.2,5.0,2.0,2.0,641.0,286.0,0,1,0,1,0,-37.8354,145.1001,5457.0,17.0,2016,8,13,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,1,1,4,903000.0,0,0,0,0,1,1,0,0,13.8,4.0,1.0,2.0,618.0,22.0,0,1,1,1,0,-37.7564,145.1043,5420.0,58.0,2016,6,27,0,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,3,1735000.0,0,0,0,1,0,0,1,1,9.2,3.0,2.0,3.0,680.0,170.0,0,0,1,1,1,-37.854,145.0832,10412.0,83.0,2016,3,9,2,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,0,1,1,4,1080000.0,0,0,0,0,0,0,1,0,11.2,3.0,3.0,2.0,539.0,162.0,0,0,0,1,0,-37.7444,144.8847,2291.0,42.0,2016,9,17,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,1,0,0,3,1300000.0,0,0,0,0,0,0,1,1,2.3,3.0,2.0,2.0,67.0,125.0,1,0,0,0,0,-37.804,144.9441,6821.0,13.0,2017,11,2,3,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,3,1662000.0,0,0,0,0,0,0,1,1,11.0,3.0,2.0,2.0,351.0,228.0,0,0,1,1,1,-37.8742,145.07,3052.0,12.0,2016,5,14,5,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,3,1175000.0,0,0,0,1,0,1,0,1,13.9,3.0,1.0,2.0,625.0,125.0,0,1,0,0,1,-37.911,145.075,10969.0,48.0,2017,5,20,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,3,843000.0,0,0,1,0,1,0,1,1,8.8,3.0,1.0,1.0,537.0,125.0,0,0,1,0,0,-37.737,145.0227,14577.0,48.0,2016,10,9,6,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,4,1035000.0,0,1,0,0,1,0,0,0,13.9,3.0,1.0,2.0,610.0,160.0,0,1,0,0,1,-37.9193,145.0691,10969.0,68.0,2016,4,16,5,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,1,3,1670000.0,0,0,0,0,0,0,1,1,11.0,3.0,2.0,2.0,599.0,220.0,0,0,1,1,1,-37.8673,145.0688,3052.0,88.0,2016,3,12,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,1,0,1,1,2,1325000.0,0,0,0,0,1,0,0,1,5.1,2.0,1.0,0.0,153.0,125.0,0,0,1,1,0,-37.8535,144.9952,4380.0,48.0,2016,7,11,0,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,1,1,0,1,4,1950000.0,0,0,0,0,0,0,1,0,3.5,4.0,2.0,2.0,233.0,216.0,0,0,0,0,1,-37.7786,144.9818,6244.0,128.0,2016,5,14,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,1,2,1036000.0,0,0,0,0,0,0,0,1,11.2,2.0,1.0,1.0,310.0,102.0,0,0,1,1,0,-37.8717,145.0399,8801.0,108.0,2016,3,12,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,1,0,0,0,3,970000.0,0,0,1,0,0,0,0,1,6.6,3.0,1.0,0.0,137.0,98.0,0,1,0,1,1,-37.8078,144.8972,2417.0,128.0,2016,3,12,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,1,1,2,700500.0,0,0,0,1,0,0,1,1,6.3,2.0,1.0,1.0,0.0,125.0,0,0,1,1,0,-37.85385,145.0284,4836.0,48.0,2017,3,6,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1,0,1,1,0,3,585000.0,0,0,0,1,0,0,1,1,12.4,0.0,1.0,1.0,605.0,103.0,0,1,1,0,1,-37.6985,144.9615,5070.0,58.0,2016,6,8,2,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,1,0,1,3,1590000.0,0,0,0,0,0,0,1,0,5.2,3.0,2.0,1.0,322.0,125.0,0,1,1,0,1,-37.76316,144.97108,11918.0,48.0,2017,3,6,0,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,1,0,0,3,572000.0,0,0,0,1,0,0,1,1,14.8,3.0,3.0,6.0,585.0,125.0,1,0,0,1,0,-37.75907,144.75923999999995,6388.0,48.0,2017,7,22,5,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,1,0,4,931000.0,0,0,0,0,0,0,1,0,12.9,4.0,2.0,2.0,462.0,212.0,0,1,1,0,1,-37.69953,144.89941000000005,1071.0,10.0,2017,8,19,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,1,1,1,1,4,590000.0,0,0,0,0,1,1,0,0,12.6,3.0,1.0,1.0,490.0,125.0,1,0,0,1,0,-37.7893,144.8437,3755.0,48.0,2016,6,18,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,0,4,1740000.0,0,0,0,0,0,0,1,1,9.2,4.0,2.0,2.0,610.0,275.0,0,0,1,1,1,-37.7843,145.0891,7809.0,25.0,2016,10,9,6,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,1,1,0,1,2,875000.0,0,0,0,0,0,0,1,1,3.5,2.0,1.0,0.0,106.0,125.0,0,0,0,0,1,-37.7823,144.9864,6244.0,48.0,2016,6,18,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,3,752000.0,0,0,0,0,0,0,1,0,13.5,3.0,1.0,1.0,265.0,130.0,0,0,0,1,0,-37.7302,144.8855,3464.0,25.0,2017,11,2,3,0,0,1,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,0,4,1100000.0,0,0,0,1,0,1,0,1,22.2,4.0,2.0,2.0,840.0,237.0,1,0,0,0,1,-37.97824,145.12949,3940.0,38.0,2017,6,17,5,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,0,1,0,3,890000.0,0,0,0,0,0,0,1,0,7.9,3.0,2.0,2.0,249.0,140.0,0,1,1,1,1,-37.766,145.0345,5549.0,13.0,2016,4,6,2,0,1,0,1,0,0,0,0,0,0
0,0,0,1,1,1,1,1,1,3,1975000.0,0,1,0,0,1,1,0,0,7.3,3.0,1.0,2.0,676.0,160.0,0,1,1,0,1,-37.79546,145.04533,2671.0,93.0,2017,9,16,5,1,0,0,0,0,0,0,0,1,0
0,1,1,0,0,1,1,0,1,4,645000.0,0,0,0,1,0,0,1,1,14.7,4.0,2.0,2.0,555.0,237.0,1,1,0,1,0,-37.89359,144.66911000000005,16166.0,16.0,2017,7,29,5,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,1,1,0,2,591000.0,0,0,0,0,0,0,1,0,5.4,2.0,1.0,2.0,0.0,90.0,0,0,1,1,1,-37.79413,145.02382,10331.0,131.0,2017,7,22,5,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,0,2,760000.0,0,0,0,0,0,0,1,0,6.7,2.0,1.0,2.0,378.0,105.0,0,1,1,0,1,-37.74011,144.95266999999996,11204.0,98.0,2017,8,7,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,1,1,1,0,3,1080000.0,0,0,0,0,1,1,0,1,9.7,3.0,2.0,2.0,211.0,46.0,0,0,0,1,0,-37.734,144.9145,3284.0,38.0,2016,6,18,5,1,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,0,1,0,4,783000.0,0,0,0,0,1,1,0,0,25.0,4.0,1.0,3.0,730.0,153.0,1,0,1,0,0,-37.87377,145.28688,9704.0,43.0,2017,3,6,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,1,1,0,2,570000.0,0,0,1,0,1,1,0,0,8.1,2.0,1.0,2.0,0.0,125.0,0,1,0,0,1,-37.8652,145.0198,6923.0,48.0,2016,5,28,5,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,1,2,761000.0,0,0,0,0,1,0,0,1,13.1,2.0,2.0,1.0,176.0,125.0,0,1,0,1,0,-37.8171,145.1343,4605.0,18.0,2016,6,18,5,0,0,1,1,0,0,0,0,0,0
0,0,1,0,0,0,1,1,0,3,2010000.0,0,0,0,1,1,0,0,0,3.0,3.0,1.0,0.0,207.0,128.0,0,0,0,1,1,-37.85356,144.96415,2019.0,128.0,2017,3,6,0,1,0,0,0,0,0,0,0,1,0
0,1,1,0,0,1,0,1,0,3,865000.0,0,0,1,1,1,0,1,0,17.2,3.0,1.0,2.0,603.0,125.0,0,1,0,1,0,-37.835,145.21086,4181.0,48.0,2017,12,8,4,1,0,0,1,0,0,0,0,0,0
0,0,1,1,0,0,0,1,1,3,1180000.0,0,0,1,1,1,0,1,0,13.8,3.0,1.0,3.0,655.0,125.0,0,1,1,1,0,-37.7685,145.1026,5420.0,48.0,2017,5,20,5,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,1,0,3,485000.0,0,0,0,0,0,0,1,0,13.6,3.0,2.0,1.0,175.0,134.0,0,1,1,0,1,-37.7076,144.8961,1071.0,14.0,2016,4,16,5,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,1,1,0,3,1975000.0,0,0,0,1,0,0,1,1,4.6,3.0,2.0,1.0,0.0,196.0,0,0,1,1,1,-37.8235,145.029,11308.0,8.0,2016,6,18,5,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,0,0,1,0,3,1150000.0,0,0,0,0,1,0,0,1,3.8,3.0,2.0,1.0,0.0,134.0,0,0,0,1,1,-37.8359,144.9342,8648.0,28.0,2016,3,12,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,1,1,1,0,4,1700000.0,0,0,0,0,0,0,1,0,4.4,4.0,1.0,1.0,616.0,125.0,0,0,0,1,0,-37.7837,144.9319,3593.0,48.0,2016,5,14,5,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,1,1,1,0,2,1331000.0,0,0,0,0,0,0,1,0,5.6,2.0,1.0,1.0,424.0,89.0,0,0,1,1,1,-37.7995,145.0418,10331.0,78.0,2016,9,17,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,2,800000.0,0,0,0,0,0,0,1,0,8.8,2.0,1.0,1.0,405.0,125.0,0,0,1,0,0,-37.7356,145.0087,14577.0,48.0,2017,5,20,5,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,0,0,1,5,645000.0,0,0,0,0,1,1,0,0,13.0,5.0,1.0,1.0,227.0,152.0,0,1,1,0,1,-37.6979,144.941,8870.0,5.0,2017,5,20,5,0,1,0,0,0,1,0,0,0,0
0,0,0,1,1,0,1,0,0,1,580000.0,0,0,1,0,1,0,1,0,13.8,1.0,2.0,1.0,486.0,125.0,0,1,1,0,0,-37.93953,145.00096000000005,5454.0,6.0,2017,8,7,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,1,0,1,420000.0,0,0,0,1,0,0,1,1,7.4,1.0,1.0,3.0,0.0,125.0,0,0,1,1,0,-37.8633,145.0336,4675.0,48.0,2016,8,28,6,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,1,1,0,0,3,1015000.0,0,0,1,0,1,0,1,1,14.7,3.0,2.0,2.0,550.0,125.0,1,0,1,0,0,-37.88695,145.21891000000005,7082.0,48.0,2017,1,7,5,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1,1,1,0,0,3,695000.0,0,0,1,1,0,1,1,1,12.8,3.0,1.0,1.0,564.0,125.0,0,0,0,1,0,-37.7445,144.8511,5629.0,48.0,2017,11,2,3,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,1,3,825000.0,0,0,0,0,0,0,1,1,3.4,3.0,3.0,1.0,67.0,119.0,0,0,0,0,1,-37.7946,144.9989,2954.0,8.0,2016,9,24,5,0,1,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,0,1,3,775500.0,0,0,1,0,1,0,1,1,12.0,3.0,1.0,3.0,586.0,120.0,0,1,1,0,1,-37.69983,145.02202,21650.0,58.0,2017,8,19,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,0,1,3,755000.0,0,0,0,1,0,0,1,1,12.0,3.0,1.0,1.0,482.0,109.0,0,1,1,0,1,-37.7197,144.99295,21650.0,53.0,2017,9,9,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,1,0,4,1375000.0,0,0,0,1,0,0,1,1,2.6,4.0,2.0,2.0,58.0,158.0,0,0,0,0,1,-37.817,145.0135,14949.0,11.0,2016,6,8,2,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,0,1,3,600000.0,0,0,1,0,1,0,1,1,11.2,3.0,2.0,2.0,0.0,125.0,0,0,1,0,0,-37.7208,145.0148,21650.0,48.0,2016,4,23,5,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,1,0,0,1,3,2910000.0,0,0,0,0,0,1,0,0,8.0,3.0,3.0,2.0,515.0,286.0,0,0,1,0,1,-37.8609,144.8947,6380.0,28.0,2017,4,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,3,1160000.0,0,0,0,0,0,1,0,0,11.7,3.0,1.0,1.0,786.0,111.0,0,1,0,1,0,-37.8525,145.1198,5678.0,68.0,2016,4,6,2,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,0,0,0,4,1230000.0,0,0,0,0,0,0,1,0,8.9,4.0,1.0,2.0,630.0,237.0,0,1,1,1,1,-37.74863,145.07202,2890.0,68.0,2017,6,17,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,1,1,0,5,1875000.0,0,0,1,0,1,1,0,1,9.2,5.0,3.0,2.0,842.0,200.0,0,0,1,1,1,-37.7854,145.0869,7809.0,57.0,2016,6,27,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,3,935000.0,0,0,0,1,0,0,1,1,13.9,3.0,2.0,2.0,230.0,160.0,0,1,0,0,1,-37.9179,145.0592,10969.0,6.0,2016,11,19,5,0,1,0,0,0,0,0,0,1,0
0,0,0,1,1,1,0,0,1,3,1340000.0,0,0,1,0,1,0,1,1,13.0,3.0,1.0,1.0,705.0,128.0,0,1,0,0,0,-37.8994,145.0816,3145.0,98.0,2016,3,12,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,1,0,3,2000000.0,0,0,0,0,0,0,1,1,7.4,3.0,1.0,2.0,360.0,125.0,0,0,1,1,0,-37.8636,145.0301,4675.0,48.0,2017,5,13,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,1,0,0,3,701000.0,0,0,1,1,0,1,0,0,6.5,3.0,3.0,2.0,273.0,71.0,0,0,1,0,0,-37.7583,145.0174,8870.0,60.0,2016,8,13,5,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,0,0,1,3,703000.0,1,0,0,0,0,0,0,0,13.0,3.0,1.0,4.0,704.0,102.0,0,1,1,0,1,-37.7021,144.9136,8870.0,58.0,2016,9,17,5,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,0,0,3,432500.0,0,1,0,1,0,0,1,0,13.3,3.0,1.0,1.0,581.0,125.0,1,0,0,1,0,-37.7602,144.8316,4217.0,48.0,2016,7,16,5,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,2,330000.0,1,0,1,1,1,1,0,1,9.2,2.0,1.0,1.0,0.0,125.0,0,1,1,0,1,-37.7218,144.9563,3445.0,48.0,2017,4,22,5,0,0,1,0,0,1,0,0,0,0
0,0,0,0,1,1,0,1,0,4,2408000.0,0,0,0,0,0,0,1,1,8.4,4.0,2.0,2.0,654.0,221.0,0,0,1,1,1,-37.83208,145.07533,3265.0,73.0,2017,5,27,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,0,1,1,3,1300000.0,0,0,0,0,0,0,1,0,10.4,3.0,1.0,4.0,646.0,150.0,0,0,0,1,0,-37.7415,144.88923,2291.0,68.0,2017,6,17,5,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0,0,0,1,0,3,1525000.0,0,0,1,0,1,1,0,1,11.2,3.0,2.0,2.0,347.0,195.0,0,1,0,1,0,-37.8323,145.105,5457.0,5.0,2017,5,13,5,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,3,1465000.0,0,0,0,0,0,0,0,1,2.5,3.0,2.0,0.0,134.0,150.0,0,0,0,0,1,-37.8093,144.9944,4019.0,118.0,2017,4,3,0,1,0,0,0,0,1,0,0,0,0
