Suburb_0,Suburb_1,Suburb_2,Suburb_3,Suburb_4,Suburb_5,Suburb_6,Suburb_7,Suburb_8,Rooms,SellerG_0,SellerG_1,SellerG_2,SellerG_3,SellerG_4,SellerG_5,SellerG_6,SellerG_7,SellerG_8,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea_0,CouncilArea_1,CouncilArea_2,CouncilArea_3,CouncilArea_4,CouncilArea_5,Lattitude,Longtitude,Propertycount,BuildingAge,Year_Sold,Month_Sold,Day_Sold,DayOfWeek_Sold,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria
0,1,0,1,0,1,1,1,0,3,0,0,0,0,1,0,0,1,1,16.1,3.0,2.0,2.0,743.0,147.0,0,0,1,1,1,1,-37.71733,145.09622,8524.0,38.0,2017,8,7,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0,1,0,9.2,4.0,3.0,2.0,1247.0,50.0,0,0,0,1,1,1,-37.7964,145.086,7809.0,48.0,2016,10,15,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,1,1,7.8,5.0,3.0,2.0,635.0,108.0,0,0,1,1,0,1,-37.7516,144.9593,11204.0,98.0,2017,4,29,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,1,1,1,1,1,3,0,0,0,1,0,0,0,0,0,8.2,3.0,1.0,1.0,397.0,127.0,0,0,1,0,1,1,-37.7901,144.8682,5058.0,58.0,2016,7,30,5,1,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,0,0,0,5,0,0,0,1,0,1,0,1,1,16.7,5.0,2.0,3.0,650.0,152.0,0,0,1,0,0,0,-37.90383,145.17166,15321.0,43.0,2017,7,22,5,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,4.6,2.0,1.0,2.0,0.0,126.0,0,0,0,1,1,1,-37.8249,145.0405,11308.0,48.0,2016,9,24,5,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,1,0,1,1,4,0,0,0,0,0,1,1,0,0,11.2,4.0,3.0,1.0,321.0,126.0,0,0,0,0,1,0,-37.7424,144.8851,2291.0,48.0,2016,5,14,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,1,4,0,0,0,1,0,1,0,1,1,11.2,3.0,1.0,2.0,771.0,126.0,0,0,0,1,0,0,-37.705,145.0035,21650.0,53.0,2016,9,24,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,1,1,4,0,0,0,0,0,1,1,0,0,13.8,4.0,2.0,2.0,742.0,126.0,0,0,1,1,1,0,-37.7701,145.1131,5420.0,48.0,2016,8,28,6,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,1,1,13.9,3.0,1.0,2.0,618.0,126.0,0,0,1,0,0,1,-37.9228,145.0527,10969.0,48.0,2016,7,16,5,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,1,1,1,1,6.6,2.0,1.0,1.0,0.0,71.0,0,0,1,0,1,1,-37.8066,144.8971,2417.0,43.0,2016,9,24,5,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,7.7,1.0,1.0,1.0,89.0,37.0,0,0,0,1,0,1,-37.8291,144.8848,1223.0,38.0,2017,8,4,4,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,1,1,0,0,13.8,4.0,3.0,3.0,605.0,186.0,0,0,1,1,0,1,-37.91487,145.06623000000005,10969.0,88.0,2017,8,26,5,1,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,1,1,1,3,0,0,0,0,0,1,1,0,0,20.0,3.0,1.0,2.0,531.0,126.0,0,0,1,1,0,1,-37.98023,145.08402,6162.0,48.0,2017,9,16,5,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,1,1,1,1,3,0,0,0,0,1,0,0,1,1,5.1,3.0,1.0,2.0,232.0,126.0,0,0,1,1,0,1,-37.797,144.88173,7570.0,48.0,2017,8,26,5,1,0,0,0,0,0,0,0,0,1,0
0,1,1,0,1,0,1,1,0,2,0,0,0,0,0,1,1,0,0,12.9,2.0,1.0,1.0,108.0,126.0,0,1,0,0,1,1,-37.68837,144.87122,3296.0,48.0,2017,3,6,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,1,1,1,2,0,0,0,0,1,1,1,1,1,8.2,2.0,1.0,2.0,401.0,113.81,0,0,1,0,1,1,-37.7903,144.8703,5058.0,73.0,2017,5,20,5,1,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,0,1,0,0,3,0,0,0,1,0,1,0,1,1,27.0,3.0,2.0,2.0,534.0,126.0,0,1,0,0,0,1,-38.04683,145.1261,3906.0,43.0,2017,3,6,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,1,13.9,3.0,1.0,1.0,593.0,94.0,0,0,1,0,0,1,-37.9178,145.067,10969.0,68.0,2016,8,28,6,1,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,16.7,2.0,1.0,1.0,310.0,126.0,0,0,1,1,0,1,-37.89291,145.15399,15321.0,48.0,2017,3,9,3,0,0,1,1,0,0,0,0,0,0,0
0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,12.0,1.0,1.0,1.0,0.0,60.0,0,0,0,1,0,0,-37.71408,145.00441,21650.0,38.0,2017,6,24,5,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4.0,2.0,1.0,1.0,459.0,126.0,0,0,1,1,0,1,-37.76695,144.98203999999996,5533.0,48.0,2017,7,29,5,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0,1,1,3,0,0,0,1,1,1,0,1,1,17.4,3.0,1.0,1.0,631.0,111.0,0,1,0,0,1,1,-37.66004,144.92338,4704.0,58.0,2017,7,15,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1.8,2.0,1.0,0.0,99.0,126.0,0,1,0,0,0,0,-37.7992,144.9738,6786.0,48.0,2017,4,3,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1,1,1,0,0,0,3,0,0,0,1,0,1,0,1,1,9.4,3.0,1.0,2.0,616.0,18.0,0,0,1,1,1,1,-37.747,145.0389,2674.0,53.0,2016,5,22,6,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,1,4,0,0,1,1,0,1,1,1,1,13.9,4.0,2.0,2.0,840.0,126.0,0,0,1,1,1,0,-37.78,145.1145,9028.0,48.0,2016,6,18,5,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,5.9,3.0,2.0,1.0,254.0,126.0,0,0,0,0,1,0,-37.7738,144.9215,6567.0,48.0,2016,5,28,5,1,0,0,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,1,0,4,0,0,0,0,0,1,1,0,0,18.0,4.0,2.0,2.0,661.0,196.0,0,1,0,0,1,0,-37.69655,144.75538,5556.0,19.0,2017,5,27,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,1,1,0,9.2,2.0,1.0,4.0,524.0,139.0,0,0,1,0,1,1,-37.779,144.8832,3873.0,48.0,2016,4,2,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,1,0,0,1,9.2,5.0,3.0,2.0,642.0,336.0,0,0,0,1,1,1,-37.859,145.0656,10412.0,88.0,2016,11,19,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,1,1,0,1,13.1,3.0,1.0,2.0,414.0,126.0,0,0,1,0,1,0,-37.8247,145.1359,4605.0,48.0,2017,5,13,5,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,0,4,0,0,0,0,0,0,0,1,1,5.6,4.0,3.0,4.0,992.0,374.0,0,0,0,1,1,1,-37.8046,145.0603,10331.0,83.0,2016,7,11,0,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,1,1,0,3.8,2.0,2.0,2.0,2166.0,126.0,0,0,0,0,1,1,-37.8415,144.9412,8648.0,48.0,2016,7,5,1,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,1,4,0,0,0,0,1,0,1,1,0,9.7,4.0,3.0,2.0,674.0,336.0,0,0,0,1,1,1,-37.8068,145.0786,5682.0,21.0,2016,10,15,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,13.0,3.0,1.0,1.0,245.0,126.0,0,0,1,1,0,1,-37.7076,144.9097,8870.0,48.0,2016,6,27,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,1,0,10.5,4.0,2.0,2.0,554.0,140.0,0,0,0,0,1,0,-37.7649,144.8633,4502.0,58.0,2016,9,24,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1,9.0,4.0,2.0,1.0,653.0,229.0,0,0,0,1,1,1,-37.8292,145.0852,3265.0,108.0,2016,7,5,1,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,1,3.4,4.0,2.0,0.0,199.0,96.0,0,1,0,0,0,0,-37.7916,144.92855,5263.0,36.0,2017,6,17,5,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1,1,1,0,0,1,3,0,0,0,0,1,0,1,0,1,13.0,3.0,1.0,2.0,698.0,126.0,0,0,1,0,0,0,-37.8982,145.0806,3145.0,48.0,2016,12,11,6,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,1,1,1,0,3,0,0,0,0,0,1,1,0,0,9.1,3.0,1.0,1.0,229.0,111.0,0,0,0,0,1,0,-37.7606,144.8973,1543.0,22.0,2016,9,24,5,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,4,0,0,1,0,0,1,0,1,1,10.7,4.0,2.0,2.0,597.0,126.0,0,0,1,1,0,0,-37.9179,145.019,6938.0,48.0,2016,4,6,2,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,0,1,1,1,3,0,0,0,0,0,1,1,0,0,14.9,3.0,1.0,2.0,775.0,126.0,0,0,1,1,1,1,-37.7075,145.0807,2329.0,48.0,2017,4,29,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,2.6,2.0,1.0,1.0,0.0,62.0,0,0,0,0,0,1,-37.8258,145.0057,14949.0,48.0,2017,4,3,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,1,1,1,1,13.5,3.0,2.0,4.0,697.0,126.0,0,1,0,0,1,0,-37.7896,144.8018,6763.0,48.0,2016,6,18,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,1,1,0,4,0,0,1,1,0,0,1,1,0,5.3,4.0,2.0,4.0,1690.0,284.0,0,0,0,1,1,1,-37.82652,145.03052,11308.0,155.0,2017,6,17,5,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,4,0,0,0,1,1,1,0,1,0,10.6,4.0,3.0,2.0,152.0,126.0,0,0,1,1,1,1,-37.7505,145.0703,2890.0,38.0,2017,4,22,5,0,0,1,1,0,0,0,0,0,0,0
0,1,0,0,1,0,1,1,0,3,0,0,0,0,0,1,1,0,0,12.1,3.0,1.0,3.0,539.0,126.0,0,0,1,1,1,1,-37.7015,145.07548,10175.0,48.0,2017,7,22,5,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,1,11.0,2.0,1.0,1.0,63.0,75.0,0,0,1,1,0,1,-37.86933,144.81704,5301.0,43.0,2017,9,9,5,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,1,1,0,1,0,3,0,0,0,0,1,1,0,1,1,7.9,2.0,1.0,1.0,571.0,126.0,0,0,1,1,1,1,-37.7614,145.0433,5549.0,48.0,2016,7,5,1,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,1,1,0,1,3,0,0,0,0,1,0,0,1,1,7.0,2.0,1.0,1.0,325.0,126.0,0,0,1,0,1,1,-37.8195,144.8973,6543.0,48.0,2016,4,23,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1,0,1,0,1,3,0,0,0,0,0,1,1,0,0,9.8,3.0,2.0,2.0,356.0,223.0,0,0,0,0,1,0,-37.7493,144.8901,588.0,7.0,2016,9,24,5,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,1,1,1,0,11.0,3.0,1.0,1.0,399.0,126.0,0,0,0,1,0,1,-37.87115,144.8189,5301.0,48.0,2017,7,22,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,5.9,2.0,1.0,1.0,0.0,126.0,0,0,1,1,0,1,-37.7727,144.9497,7082.0,16.0,2016,12,6,1,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,0,1,0,0,1,4,0,0,0,0,1,1,1,1,1,8.0,4.0,2.0,2.0,260.0,126.0,0,0,0,1,0,1,-37.8657,144.8942,6380.0,48.0,2017,4,29,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,0,1,0,0,13.0,3.0,1.0,2.0,697.0,126.0,0,0,1,1,0,1,-37.6969,144.9425,8870.0,48.0,2017,6,5,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,1,0,0,1,1,3,0,0,0,1,0,1,1,1,0,1.8,3.0,1.0,0.0,121.0,126.0,0,1,0,0,0,0,-37.7957,144.9725,6786.0,48.0,2016,10,15,5,1,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,0,1,1,1,4,0,0,0,1,0,1,0,0,1,24.8,4.0,3.0,4.0,793.0,225.0,0,0,1,1,0,1,-37.88793,145.27561,10788.0,38.0,2017,8,19,5,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,1,1,1,1,2,0,0,0,0,0,1,1,1,0,6.4,2.0,2.0,1.0,65.0,80.0,0,0,1,0,1,1,-37.7881,144.8838,7570.0,4.0,2016,10,15,5,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,1,13.9,2.0,1.0,1.0,169.0,87.0,0,0,1,0,0,1,-37.9232,145.0537,10969.0,48.0,2016,7,5,1,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,1,0,0,1,3,0,0,0,1,0,0,1,0,0,8.0,3.0,2.0,2.0,348.0,200.0,0,0,0,1,0,1,-37.8578,144.8799,6380.0,21.0,2016,7,11,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,1,1,13.9,4.0,2.0,2.0,336.0,176.0,0,0,1,1,1,0,-37.794,145.1178,9028.0,11.0,2016,6,8,2,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,11.4,1.0,1.0,1.0,0.0,48.0,0,0,1,0,0,1,-37.8887,145.048,7822.0,58.0,2016,7,30,5,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2.6,3.0,2.0,1.0,0.0,139.0,0,1,0,0,0,0,-37.7818,144.9576,2309.0,48.0,2016,3,12,5,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,1,1,0,0,11.2,2.0,1.0,1.0,153.0,87.0,0,0,0,1,0,0,-37.7098,145.0211,21650.0,11.0,2016,8,22,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,4.6,2.0,1.0,1.0,0.0,126.0,0,0,0,1,1,1,-37.816,145.0272,11308.0,48.0,2017,4,3,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,1,1,1,0,1,2,0,0,0,0,0,0,1,0,0,6.1,2.0,1.0,1.0,0.0,70.0,0,0,0,0,1,1,-37.8614,144.9793,13240.0,88.0,2016,4,23,5,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,1,0,1,1,0,3,0,0,0,0,1,0,0,1,1,2.6,3.0,1.0,1.0,309.0,126.0,0,0,0,0,0,1,-37.82,145.0054,14949.0,48.0,2017,3,18,5,1,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,15.5,3.0,1.0,1.0,205.0,126.0,0,0,0,1,0,1,-37.88995,144.78505,7630.0,28.0,2017,7,15,5,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,1,0,0,8.4,4.0,3.0,3.0,278.0,188.0,0,0,0,1,0,1,-37.8468,144.874,5498.0,9.0,2016,7,26,1,0,1,0,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,1,4,0,1,0,1,0,0,1,0,0,16.0,4.0,2.0,2.0,613.0,187.0,0,0,1,1,0,1,-37.94957,145.0246,4794.0,58.0,2017,9,9,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,1,0,0,1,13.7,4.0,3.0,2.0,414.0,209.0,0,0,1,1,0,0,-37.9401,145.0083,5454.0,68.0,2016,11,27,6,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,1,0,0,3,0,0,0,0,1,0,0,1,1,8.8,3.0,2.0,2.0,670.0,140.0,0,0,0,1,0,0,-37.7353,145.0232,14577.0,48.0,2017,5,13,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,1,1,0,1,3,0,0,0,0,0,0,1,1,0,5.3,3.0,1.0,2.0,449.0,126.0,0,0,0,1,0,0,-37.76198,144.99087,11364.0,78.0,2017,7,15,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,1,1,4,0,0,0,0,1,0,1,1,0,12.4,4.0,2.0,2.0,741.0,126.0,0,0,1,1,0,1,-37.75843,145.10888,5420.0,48.0,2017,8,26,5,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,6.7,2.0,1.0,2.0,378.0,105.0,0,0,1,1,0,1,-37.74011,144.95266999999996,11204.0,98.0,2017,8,7,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,1,0,1,3,0,0,0,0,0,1,1,0,0,11.2,3.0,1.0,1.0,437.0,126.0,0,0,0,1,0,0,-37.7291,145.02100000000004,21650.0,88.0,2016,7,30,5,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,6.3,2.0,1.0,1.0,0.0,126.0,0,0,0,1,1,0,-37.8528,145.0268,4836.0,48.0,2016,7,5,1,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,1,11.7,3.0,2.0,2.0,660.0,126.0,0,0,1,0,1,0,-37.8474,145.0988,5678.0,48.0,2016,10,15,5,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,1,0,0,14.5,3.0,2.0,2.0,725.0,225.0,0,0,1,1,0,1,-37.72465,144.8359,2339.0,48.0,2017,9,16,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,1,1,0,2,0,0,0,1,0,1,1,0,0,11.8,2.0,1.0,1.0,0.0,52.0,0,0,1,0,0,1,-37.8986,145.042,3578.0,7.0,2016,11,19,5,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,7.9,1.0,1.0,1.0,0.0,58.0,0,0,1,1,1,1,-37.7753,145.0419,5549.0,26.0,2016,9,24,5,0,0,1,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,1,0,1,1,9.2,2.0,1.0,2.0,166.0,126.0,0,0,0,1,1,1,-37.863,145.0631,10412.0,48.0,2016,9,24,5,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,1,1,0,0,11.2,4.0,1.0,3.0,649.0,122.0,0,0,1,1,0,1,-37.7022,144.92241,8870.0,58.0,2017,3,9,3,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,1,0,1,1,11.7,3.0,1.0,1.0,384.0,112.0,0,0,1,0,1,0,-37.8542,145.1138,5678.0,68.0,2016,9,17,5,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,1,11.2,3.0,1.0,2.0,562.0,126.0,0,0,0,1,1,0,-37.8657,145.0536,8801.0,48.0,2016,8,22,0,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,2.6,2.0,1.0,2.0,0.0,68.0,0,0,0,0,0,1,-37.8333,144.998,14949.0,21.0,2016,10,9,6,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,1,1,1,1,0,3,0,0,0,0,1,0,1,0,1,11.8,3.0,1.0,1.0,397.0,124.0,0,0,1,0,0,1,-37.9064,145.0291,3578.0,78.0,2016,7,16,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,11.0,3.0,2.0,3.0,530.0,148.0,0,0,1,1,0,1,-37.8614,144.81931,5301.0,33.0,2017,3,9,3,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,1,5.2,2.0,1.0,1.0,199.0,93.0,0,0,1,1,0,1,-37.7676,144.9659,11918.0,118.0,2016,12,11,6,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,1,0,0,3,0,0,0,1,1,0,1,0,0,6.5,3.0,3.0,2.0,273.0,71.0,0,0,0,1,0,0,-37.7583,145.0174,8870.0,60.0,2016,8,13,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,1,6.6,3.0,2.0,1.0,309.0,149.0,0,0,1,0,1,1,-37.807,144.898,2417.0,108.0,2016,7,16,5,1,0,0,0,0,0,0,0,0,1,0
0,1,1,0,1,1,0,0,1,4,0,0,0,1,0,1,0,1,1,14.7,4.0,3.0,6.0,717.0,247.0,0,0,1,1,0,1,-37.87831,145.24575,7082.0,33.0,2017,9,16,5,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,0,1,1,1,3,0,0,1,0,1,0,0,0,1,14.8,3.0,2.0,2.0,419.0,126.0,0,0,1,1,0,1,-37.73244,144.75669,1686.0,11.0,2017,9,23,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,1,3,0,0,0,0,1,1,1,0,0,5.3,3.0,1.0,0.0,375.0,126.0,0,0,0,1,0,0,-37.76397,144.99481,11364.0,19.0,2017,6,17,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,1,0,1,4,0,0,0,1,0,1,0,1,1,12.0,4.0,2.0,2.0,479.0,157.0,0,0,0,1,0,0,-37.70952,145.033,21650.0,23.0,2017,12,8,4,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,1,1,1,3,0,0,0,0,0,1,1,0,0,11.8,3.0,1.0,3.0,770.0,126.0,0,0,1,1,1,0,-37.7644,145.0886,4480.0,48.0,2016,10,12,2,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,9.2,3.0,3.0,2.0,385.0,255.0,0,0,0,1,1,1,-37.8524,145.0425,10412.0,48.0,2016,8,13,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,1,7.8,2.0,1.0,1.0,0.0,126.0,0,0,0,1,1,1,-37.847,145.0672,8920.0,48.0,2017,3,18,5,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,1,0,1,0,1,3,0,0,0,0,0,1,1,0,0,12.0,3.0,1.0,2.0,725.0,126.0,0,0,1,1,0,1,-37.7183,145.02253000000005,21650.0,48.0,2017,9,23,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,1,0,1,3,0,0,0,1,0,1,0,1,1,11.2,3.0,1.0,1.0,700.0,98.0,0,0,0,1,0,0,-37.7125,145.02200000000005,21650.0,68.0,2016,10,9,6,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,7.7,1.0,1.0,1.0,0.0,126.0,0,0,0,0,1,1,-37.8768,144.9905,8989.0,48.0,2016,6,27,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,1,1,1,1,1,1,4,0,0,0,1,1,0,1,1,0,8.2,4.0,2.0,1.0,665.0,126.0,0,0,1,0,1,1,-37.8107,144.8666,5058.0,58.0,2016,11,27,6,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1,0,1,1,0,3,0,0,1,0,1,0,0,0,1,12.4,3.0,1.0,1.0,609.0,103.0,0,0,1,1,0,1,-37.7083,144.9644,5070.0,58.0,2016,5,22,6,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,1,1,1,2,0,0,0,0,1,1,0,1,1,11.4,2.0,1.0,1.0,190.0,105.0,0,0,1,1,1,1,-37.7437,145.0729,3540.0,38.0,2017,4,29,5,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,1,1,13.9,3.0,1.0,1.0,612.0,126.0,0,0,1,0,0,1,-37.9133,145.0719,10969.0,48.0,2017,4,29,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,5.6,3.0,2.0,1.0,442.0,126.0,0,0,0,1,1,1,-37.8046,145.0382,10331.0,48.0,2016,7,26,1,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,1,1,1,4,0,0,0,0,0,1,1,0,0,10.8,4.0,2.0,2.0,189.0,126.0,0,0,1,1,1,0,-37.76048,145.08476000000005,4480.0,7.0,2017,5,27,5,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,1,9.7,2.0,1.0,1.0,87.0,88.0,0,0,0,1,1,1,-37.8134,145.08100000000005,5682.0,28.0,2017,3,18,5,0,0,1,0,0,0,0,0,1,0,0
