Suburb,Rooms,Type,Price,SellerG,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,BuildingAge,Year_Sold,Month_Sold,Day_Sold,DayOfWeek_Sold
South Melbourne,3,h,1825000.0,Marshall,2.1,3.0,2.0,2.0,151.0,153.0,Port Phillip,-37.8383,144.9632,Southern Metropolitan,5943.0,118.0,2016,6,18,5
South Melbourne,2,h,1200000.0,Greg,2.1,2.0,2.0,1.0,131.0,79.0,Port Phillip,-37.839,144.94799999999995,Southern Metropolitan,5943.0,128.0,2016,6,18,5
South Melbourne,3,u,1550000.0,Marshall,2.1,3.0,4.0,2.0,0.0,230.0,Port Phillip,-37.8337,144.966,Southern Metropolitan,5943.0,48.0,2016,6,18,5
South Melbourne,3,h,891000.0,Greg,2.1,3.0,2.0,1.0,0.0,125.0,Port Phillip,-37.8341,144.9661,Southern Metropolitan,5943.0,48.0,2016,11,19,5
South Melbourne,3,t,1450000.0,Cayzer,2.1,3.0,2.0,1.0,146.0,125.0,Port Phillip,-37.8331,144.9665,Southern Metropolitan,5943.0,48.0,2016,11,19,5
South Melbourne,2,u,1360000.0,Cayzer,2.1,2.0,1.0,2.0,0.0,125.0,Port Phillip,-37.8335,144.9611,Southern Metropolitan,5943.0,48.0,2016,5,22,6
South Melbourne,3,h,1390000.0,Greg,2.1,3.0,2.0,1.0,138.0,138.0,Port Phillip,-37.8351,144.9675,Southern Metropolitan,5943.0,20.0,2016,5,22,6
South Melbourne,4,h,1615000.0,Marshall,2.1,4.0,3.0,2.0,577.0,220.0,Port Phillip,-37.8357,144.9502,Southern Metropolitan,5943.0,9.0,2016,5,22,6
South Melbourne,1,u,480000.0,hockingstuart,2.1,1.0,1.0,1.0,0.0,125.0,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943.0,14.0,2016,4,23,5
South Melbourne,3,t,1185000.0,Parkinson,2.1,3.0,2.0,1.0,111.0,3.0,Port Phillip,-37.8341,144.9541,Southern Metropolitan,5943.0,48.0,2016,4,23,5
South Melbourne,3,h,2300000.0,RT,2.1,3.0,2.0,2.0,0.0,260.0,Port Phillip,-37.8352,144.952,Southern Metropolitan,5943.0,141.0,2016,9,24,5
South Melbourne,3,h,1720000.0,Cayzer,2.1,3.0,1.0,0.0,130.0,125.0,Port Phillip,-37.8398,144.9493,Southern Metropolitan,5943.0,48.0,2017,2,25,5
South Melbourne,1,u,320000.0,Dingle,2.1,1.0,1.0,0.0,0.0,125.0,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943.0,48.0,2016,11,27,6
South Melbourne,3,u,742000.0,Greg,2.1,3.0,2.0,2.0,0.0,90.0,Port Phillip,-37.8319,144.9682,Southern Metropolitan,5943.0,15.0,2016,11,27,6
South Melbourne,3,h,2075000.0,Marshall,2.1,3.0,2.0,0.0,141.0,163.0,Port Phillip,-37.8333,144.9576,Southern Metropolitan,5943.0,128.0,2016,11,27,6
South Melbourne,3,h,2525000.0,Marshall,2.1,3.0,2.0,1.0,234.0,125.0,Port Phillip,-37.8355,144.9663,Southern Metropolitan,5943.0,155.0,2016,11,27,6
South Melbourne,2,u,560000.0,Buxton,2.1,2.0,2.0,1.0,0.0,125.0,Port Phillip,-37.8331,144.9683,Southern Metropolitan,5943.0,48.0,2016,7,30,5
South Melbourne,2,u,690000.0,Cayzer,2.1,2.0,2.0,2.0,0.0,125.0,Port Phillip,-37.8361,144.9682,Southern Metropolitan,5943.0,48.0,2016,7,30,5
South Yarra,1,u,430000.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.8351,144.9909,Southern Metropolitan,14887.0,48.0,2016,3,9,2
South Yarra,2,u,722000.0,Jellis,3.3,2.0,1.0,1.0,0.0,86.0,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887.0,15.0,2016,3,9,2
South Yarra,2,u,930000.0,hockingstuart,3.3,2.0,2.0,2.0,0.0,125.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0,18.0,2016,3,9,2
South Yarra,1,u,467500.0,McGrath,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8363,145.0003,Southern Metropolitan,14887.0,48.0,2016,3,9,2
South Yarra,2,u,475000.0,Buxton,3.3,2.0,1.0,0.0,0.0,125.0,Stonnington,-37.8391,144.9984,Southern Metropolitan,14887.0,48.0,2016,3,9,2
South Yarra,2,u,850000.0,Kay,3.3,2.0,2.0,2.0,0.0,86.0,Stonnington,-37.8411,144.9944,Southern Metropolitan,14887.0,4.0,2016,3,12,5
South Yarra,3,u,1230000.0,Kay,3.3,3.0,2.0,2.0,0.0,138.0,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887.0,20.0,2016,3,12,5
South Yarra,2,u,965000.0,hockingstuart,3.3,2.0,2.0,2.0,2143.0,125.0,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887.0,48.0,2016,3,12,5
South Yarra,3,h,1510000.0,Kay,3.3,3.0,5.0,0.0,241.0,125.0,Stonnington,-37.8407,144.9962,Southern Metropolitan,14887.0,48.0,2016,3,12,5
South Yarra,1,u,402000.0,LITTLE,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8392,144.9947,Southern Metropolitan,14887.0,5.0,2016,3,12,5
South Yarra,3,u,1880000.0,Abercromby's,3.3,3.0,2.0,2.0,0.0,125.0,Stonnington,-37.8399,145.0003,Southern Metropolitan,14887.0,50.0,2016,3,12,5
South Yarra,1,u,422000.0,hockingstuart,3.3,1.0,1.0,0.0,0.0,125.0,Stonnington,-37.837,144.9881,Southern Metropolitan,14887.0,48.0,2017,4,3,0
South Yarra,2,u,535000.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,64.0,Stonnington,-37.8374,144.9918,Southern Metropolitan,14887.0,48.0,2017,4,3,0
South Yarra,2,u,990000.0,Williams,3.3,2.0,2.0,2.0,0.0,38.0,Stonnington,-37.8379,144.9913,Southern Metropolitan,14887.0,3.0,2017,4,3,0
South Yarra,2,u,695000.0,Kay,3.3,2.0,1.0,0.0,0.0,79.0,Melbourne,-37.8361,144.9842,Southern Metropolitan,14887.0,88.0,2017,4,3,0
South Yarra,2,u,863000.0,hockingstuart,3.3,2.0,2.0,1.0,742.0,125.0,Melbourne,-37.8357,144.9867,Southern Metropolitan,14887.0,68.0,2017,4,3,0
South Yarra,2,u,680000.0,Jellis,3.3,2.0,1.0,1.0,0.0,125.0,Melbourne,-37.8338,144.9858,Southern Metropolitan,14887.0,48.0,2017,4,3,0
South Yarra,2,u,840000.0,Jellis,3.3,2.0,2.0,1.0,0.0,125.0,Stonnington,-37.8439,144.9974,Southern Metropolitan,14887.0,14.0,2017,4,3,0
South Yarra,1,u,450000.0,RT,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8421,144.9978,Southern Metropolitan,14887.0,48.0,2016,4,6,2
South Yarra,3,u,750000.0,Marshall,3.3,3.0,2.0,2.0,0.0,125.0,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887.0,48.0,2016,4,6,2
South Yarra,2,u,650000.0,RT,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.8344,144.9916,Southern Metropolitan,14887.0,32.0,2016,4,6,2
South Yarra,2,u,775000.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,103.0,Stonnington,-37.8394,144.9886,Southern Metropolitan,14887.0,18.0,2016,4,6,2
South Yarra,2,u,572000.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,73.0,Melbourne,-37.8368,144.9857,Southern Metropolitan,14887.0,58.0,2016,4,6,2
South Yarra,1,u,510000.0,Beller,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0,18.0,2016,4,6,2
South Yarra,3,t,1460000.0,hockingstuart,3.3,2.0,2.0,1.0,181.0,148.0,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887.0,28.0,2016,4,6,2
South Yarra,1,u,465000.0,Biggin,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8456,145.0005,Southern Metropolitan,14887.0,48.0,2016,6,8,2
South Yarra,2,u,801000.0,Biggin,3.3,2.0,2.0,1.0,0.0,125.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0,18.0,2016,6,8,2
South Yarra,2,u,623500.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,75.0,Stonnington,-37.8426,144.993,Southern Metropolitan,14887.0,48.0,2016,7,5,1
South Yarra,1,u,409000.0,Castran,3.3,1.0,1.0,1.0,0.0,45.0,Stonnington,-37.8414,144.991,Southern Metropolitan,14887.0,48.0,2016,7,5,1
South Yarra,1,u,370000.0,Marshall,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8423,144.997,Southern Metropolitan,14887.0,48.0,2016,7,5,1
South Yarra,3,t,1250000.0,Kay,3.3,3.0,2.0,1.0,80.0,118.0,Stonnington,-37.8416,144.9923,Southern Metropolitan,14887.0,15.0,2016,7,11,0
South Yarra,1,u,480000.0,hockingstuart,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0,18.0,2016,7,11,0
South Yarra,2,h,2325000.0,RT,3.3,2.0,2.0,2.0,355.0,125.0,Stonnington,-37.8392,144.9883,Southern Metropolitan,14887.0,48.0,2016,7,11,0
South Yarra,2,u,659000.0,Jellis,3.3,2.0,1.0,1.0,0.0,77.0,Melbourne,-37.8314,144.9877,Southern Metropolitan,14887.0,78.0,2016,7,11,0
South Yarra,2,u,780000.0,Williams,3.3,2.0,1.0,1.0,0.0,75.0,Stonnington,-37.8343,144.9899,Southern Metropolitan,14887.0,58.0,2016,8,10,2
South Yarra,2,u,865000.0,Williams,3.3,2.0,2.0,1.0,0.0,125.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0,18.0,2016,8,10,2
South Yarra,2,h,1455000.0,Jellis,3.3,2.0,1.0,0.0,225.0,94.0,Stonnington,-37.8421,144.9876,Southern Metropolitan,14887.0,128.0,2016,8,10,2
South Yarra,2,t,1365000.0,Kay,3.3,3.0,2.0,1.0,1302.0,125.0,Stonnington,-37.8377,145.0021,Southern Metropolitan,14887.0,48.0,2016,8,10,2
South Yarra,1,u,411000.0,hockingstuart,3.3,1.0,1.0,1.0,1369.0,125.0,Stonnington,-37.8405,145.0025,Southern Metropolitan,14887.0,48.0,2016,8,10,2
South Yarra,1,u,360500.0,hockingstuart,3.3,1.0,1.0,1.0,0.0,44.0,Stonnington,-37.8404,145.0045,Southern Metropolitan,14887.0,58.0,2016,8,10,2
South Yarra,2,u,1300000.0,Williams,3.3,2.0,2.0,2.0,0.0,107.0,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887.0,32.0,2016,8,10,2
South Yarra,2,u,1300000.0,Williams,3.3,2.0,2.0,1.0,0.0,107.0,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887.0,38.0,2016,8,10,2
South Yarra,3,u,1630000.0,Jellis,3.3,3.0,1.0,1.0,0.0,125.0,Melbourne,-37.8359,144.9839,Southern Metropolitan,14887.0,48.0,2016,10,9,6
South Yarra,2,u,625000.0,Williams,3.3,2.0,1.0,1.0,1283.0,125.0,Stonnington,-37.8359,144.9921,Southern Metropolitan,14887.0,48.0,2016,10,12,2
South Yarra,2,h,2430000.0,Biggin,3.3,2.0,1.0,2.0,367.0,125.0,Stonnington,-37.842,144.9873,Southern Metropolitan,14887.0,33.0,2016,10,12,2
South Yarra,1,u,490000.0,RT,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8425,145.0009,Southern Metropolitan,14887.0,48.0,2016,10,12,2
South Yarra,1,u,955000.0,Williams,3.3,1.0,1.0,1.0,0.0,85.0,Stonnington,-37.8357,144.991,Southern Metropolitan,14887.0,48.0,2016,10,12,2
South Yarra,1,u,380000.0,hockingstuart,3.3,1.0,1.0,1.0,0.0,41.0,Stonnington,-37.8415,144.991,Southern Metropolitan,14887.0,38.0,2016,10,12,2
South Yarra,2,u,601000.0,Biggin,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.8406,145.0033,Southern Metropolitan,14887.0,48.0,2016,10,12,2
South Yarra,1,u,450000.0,hockingstuart,3.3,1.0,1.0,0.0,0.0,125.0,Stonnington,-37.8332,144.9901,Southern Metropolitan,14887.0,48.0,2017,11,2,3
South Yarra,2,h,1500000.0,Castran,3.3,2.0,1.0,2.0,141.0,125.0,Stonnington,-37.8408,144.9977,Southern Metropolitan,14887.0,48.0,2016,12,6,1
South Yarra,2,u,1030000.0,Sotheby's,3.3,2.0,2.0,1.0,0.0,125.0,Stonnington,-37.8407,145.0043,Southern Metropolitan,14887.0,48.0,2016,12,6,1
South Yarra,1,u,555000.0,Williams,3.3,1.0,1.0,1.0,630.0,125.0,Melbourne,-37.8356,144.9773,Southern Metropolitan,14887.0,48.0,2016,12,11,6
South Yarra,4,h,5700000.0,Castran,3.3,4.0,2.0,0.0,292.0,272.0,Stonnington,-37.8377,144.9894,Southern Metropolitan,14887.0,138.0,2016,12,11,6
South Yarra,3,h,2300000.0,Williams,3.3,3.0,2.0,1.0,350.0,125.0,Stonnington,-37.8422,144.9884,Southern Metropolitan,14887.0,48.0,2016,12,11,6
South Yarra,1,u,515000.0,hockingstuart,3.3,1.0,1.0,1.0,0.0,44.0,Stonnington,-37.8375,145.0012,Southern Metropolitan,14887.0,48.0,2016,12,11,6
South Yarra,3,h,2695000.0,Marshall,3.3,3.0,2.0,1.0,215.0,200.0,Melbourne,-37.8361,144.9831,Southern Metropolitan,14887.0,108.0,2016,12,11,6
South Yarra,3,h,2870000.0,Marshall,3.3,3.0,2.0,2.0,350.0,125.0,Stonnington,-37.8451,145.0019,Southern Metropolitan,14887.0,138.0,2016,12,11,6
South Yarra,2,u,805000.0,Williams,3.3,2.0,1.0,1.0,0.0,125.0,Melbourne,-37.8359,144.9801,Southern Metropolitan,14887.0,48.0,2016,12,11,6
South Yarra,2,u,370000.0,Hodges,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.8374,144.9871,Southern Metropolitan,14887.0,48.0,2016,12,11,6
South Yarra,1,u,360000.0,Owen,3.3,1.0,1.0,1.0,0.0,46.0,Melbourne,-37.8339,144.9872,Southern Metropolitan,14887.0,48.0,2016,12,11,6
South Yarra,1,u,310000.0,Buxton,3.3,1.0,1.0,1.0,0.0,40.0,Stonnington,-37.8444,145.0037,Southern Metropolitan,14887.0,68.0,2016,12,11,6
South Yarra,2,h,1036500.0,hockingstuart,3.3,2.0,1.0,0.0,105.0,125.0,Stonnington,-37.8403,144.9893,Southern Metropolitan,14887.0,48.0,2016,8,13,5
South Yarra,2,u,627500.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,85.0,Stonnington,-37.8407,145.004,Southern Metropolitan,14887.0,48.0,2016,8,13,5
South Yarra,3,u,1072000.0,Kay,3.3,3.0,0.0,0.0,0.0,125.0,Stonnington,-37.8407,145.0043,Southern Metropolitan,14887.0,48.0,2016,8,13,5
South Yarra,1,u,425000.0,Biggin,3.3,1.0,1.0,1.0,0.0,56.0,Stonnington,-37.837,144.9931,Southern Metropolitan,14887.0,11.0,2016,8,13,5
South Yarra,1,u,330000.0,Jellis,3.3,1.0,1.0,1.0,0.0,47.0,Stonnington,-37.8437,144.9904,Southern Metropolitan,14887.0,48.0,2016,5,14,5
South Yarra,2,u,450000.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.8374,144.9871,Southern Metropolitan,14887.0,48.0,2016,5,14,5
South Yarra,2,u,550000.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.8406,145.0035,Southern Metropolitan,14887.0,48.0,2016,5,14,5
South Yarra,1,u,400000.0,LITTLE,3.3,1.0,1.0,1.0,1424.0,125.0,Stonnington,-37.8402,145.0029,Southern Metropolitan,14887.0,48.0,2016,5,14,5
South Yarra,3,h,1700000.0,hockingstuart,3.3,3.0,2.0,2.0,141.0,125.0,Stonnington,-37.844,144.9867,Southern Metropolitan,14887.0,28.0,2016,10,15,5
South Yarra,2,u,613000.0,Kay,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.845,145.0012,Southern Metropolitan,14887.0,48.0,2016,10,15,5
South Yarra,2,u,1240000.0,RT,3.3,2.0,2.0,2.0,0.0,125.0,Stonnington,-37.8343,144.9888,Southern Metropolitan,14887.0,48.0,2016,10,15,5
South Yarra,2,u,832000.0,Williams,3.3,2.0,1.0,1.0,0.0,125.0,Melbourne,-37.8342,144.9842,Southern Metropolitan,14887.0,58.0,2016,10,15,5
South Yarra,2,u,693000.0,Biggin,3.3,2.0,1.0,1.0,2122.0,64.0,Stonnington,-37.8383,145.0014,Southern Metropolitan,14887.0,58.0,2016,10,15,5
South Yarra,2,u,551000.0,Williams,3.3,2.0,1.0,0.0,0.0,125.0,Stonnington,-37.8383,145.0011,Southern Metropolitan,14887.0,48.0,2016,10,15,5
South Yarra,3,u,740000.0,Biggin,3.3,3.0,1.0,1.0,0.0,125.0,Stonnington,-37.8376,145.0012,Southern Metropolitan,14887.0,48.0,2016,10,15,5
South Yarra,3,h,2285000.0,Kay,3.3,3.0,2.0,2.0,221.0,135.0,Stonnington,-37.8416,144.9959,Southern Metropolitan,14887.0,128.0,2016,10,15,5
South Yarra,3,h,3000000.0,Marshall,3.3,3.0,3.0,2.0,191.0,175.0,Melbourne,-37.836,144.9824,Southern Metropolitan,14887.0,128.0,2016,10,15,5
South Yarra,1,u,450000.0,Hodges,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8384,144.9886,Southern Metropolitan,14887.0,5.0,2016,10,15,5
South Yarra,2,u,515000.0,Harrington,3.3,2.0,1.0,1.0,734.0,65.0,Stonnington,-37.8433,144.9962,Southern Metropolitan,14887.0,5.0,2016,4,16,5
South Yarra,3,u,805000.0,Kay,3.3,3.0,2.0,3.0,6111.0,125.0,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887.0,48.0,2016,9,17,5
South Yarra,2,u,630000.0,Thomson,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.8361,144.9921,Southern Metropolitan,14887.0,48.0,2016,9,17,5
South Yarra,2,u,600000.0,Jellis,3.3,2.0,1.0,2.0,0.0,72.0,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887.0,48.0,2016,9,17,5
South Yarra,3,h,1780000.0,Jellis,3.3,3.0,2.0,1.0,198.0,125.0,Stonnington,-37.8472,145.0026,Southern Metropolitan,14887.0,48.0,2016,9,17,5
South Yarra,1,h,2115000.0,Marshall,3.3,1.0,1.0,1.0,569.0,125.0,Stonnington,-37.8428,144.991,Southern Metropolitan,14887.0,48.0,2016,9,17,5
South Yarra,1,u,523000.0,hockingstuart,3.3,1.0,1.0,0.0,0.0,125.0,Stonnington,-37.8458,145.0034,Southern Metropolitan,14887.0,78.0,2016,9,17,5
South Yarra,4,u,2050000.0,RT,3.3,4.0,2.0,1.0,979.0,125.0,Melbourne,-37.8344,144.9857,Southern Metropolitan,14887.0,48.0,2017,3,18,5
South Yarra,4,h,2600000.0,Williams,3.3,4.0,2.0,2.0,141.0,127.0,Melbourne,-37.8366,144.9827,Southern Metropolitan,14887.0,138.0,2017,3,18,5
South Yarra,1,u,320000.0,Jellis,3.3,1.0,1.0,0.0,0.0,47.0,Stonnington,-37.8437,144.9904,Southern Metropolitan,14887.0,48.0,2017,3,18,5
South Yarra,3,h,2395000.0,hockingstuart,3.3,3.0,1.0,2.0,442.0,125.0,Stonnington,-37.8432,144.9906,Southern Metropolitan,14887.0,48.0,2017,3,18,5
South Yarra,2,u,920000.0,Wilson,3.3,2.0,2.0,0.0,0.0,125.0,Stonnington,-37.84,144.9988,Southern Metropolitan,14887.0,48.0,2017,3,18,5
South Yarra,1,u,400000.0,hockingstuart,3.3,1.0,1.0,1.0,0.0,45.0,Stonnington,-37.8355,144.9884,Southern Metropolitan,14887.0,58.0,2016,6,18,5
South Yarra,3,h,1810000.0,hockingstuart,3.3,3.0,1.0,1.0,211.0,18.0,Stonnington,-37.8442,144.9928,Southern Metropolitan,14887.0,112.0,2016,6,18,5
South Yarra,1,u,612000.0,hockingstuart,3.3,1.0,1.0,1.0,607.0,125.0,Stonnington,-37.8328,144.9866,Southern Metropolitan,14887.0,48.0,2016,6,18,5
South Yarra,1,u,567500.0,hockingstuart,3.3,1.0,1.0,1.0,0.0,56.0,Melbourne,-37.8368,144.9848,Southern Metropolitan,14887.0,48.0,2016,11,19,5
South Yarra,1,u,540000.0,hockingstuart,3.3,1.0,1.0,1.0,480.0,53.0,Melbourne,-37.8356,144.9767,Southern Metropolitan,14887.0,88.0,2016,5,22,6
South Yarra,2,u,803000.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.8374,144.9903,Southern Metropolitan,14887.0,48.0,2016,5,22,6
South Yarra,3,t,2010000.0,Kay,3.3,3.0,2.0,1.0,163.0,207.0,Stonnington,-37.8425,144.9877,Southern Metropolitan,14887.0,2.0,2016,5,22,6
South Yarra,3,h,1945000.0,Jellis,3.3,3.0,2.0,1.0,194.0,148.0,Stonnington,-37.8395,144.9898,Southern Metropolitan,14887.0,128.0,2016,5,22,6
South Yarra,3,h,906000.0,Jellis,3.3,3.0,1.0,0.0,154.0,88.0,Stonnington,-37.8395,144.9868,Southern Metropolitan,14887.0,98.0,2016,5,22,6
South Yarra,1,u,367000.0,hockingstuart,3.3,1.0,1.0,0.0,0.0,42.0,Stonnington,-37.8406,145.0035,Southern Metropolitan,14887.0,68.0,2016,5,22,6
South Yarra,2,h,1130000.0,hockingstuart,3.3,2.0,1.0,1.0,132.0,77.0,Stonnington,-37.8446,144.9896,Southern Metropolitan,14887.0,118.0,2016,8,22,0
South Yarra,2,u,500000.0,Abercromby's,3.3,2.0,1.0,1.0,0.0,73.0,Stonnington,-37.835,145.0002,Southern Metropolitan,14887.0,38.0,2016,8,22,0
South Yarra,1,u,310000.0,hockingstuart,3.3,1.0,1.0,1.0,0.0,37.0,Melbourne,-37.8319,144.9876,Southern Metropolitan,14887.0,48.0,2016,4,23,5
South Yarra,2,h,1100000.0,Fletchers,3.3,2.0,1.0,0.0,176.0,81.0,Stonnington,-37.8436,144.9925,Southern Metropolitan,14887.0,88.0,2016,9,24,5
South Yarra,1,u,410000.0,hockingstuart,3.3,1.0,1.0,0.0,0.0,48.0,Stonnington,-37.8427,145.0006,Southern Metropolitan,14887.0,58.0,2016,9,24,5
South Yarra,3,h,1125000.0,Thomson,3.3,2.0,1.0,0.0,146.0,89.0,Stonnington,-37.8454,144.9888,Southern Metropolitan,14887.0,108.0,2016,9,24,5
South Yarra,2,u,840000.0,Beller,3.3,2.0,2.0,1.0,0.0,92.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0,16.0,2017,2,25,5
South Yarra,3,h,1400000.0,Marshall,3.3,3.0,2.0,2.0,0.0,172.0,Stonnington,-37.8433,145.0001,Southern Metropolitan,14887.0,13.0,2017,2,25,5
South Yarra,2,u,635000.0,Beller,3.3,2.0,1.0,1.0,855.0,125.0,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887.0,48.0,2017,2,25,5
South Yarra,2,u,680500.0,Williams,3.3,2.0,1.0,1.0,0.0,70.0,Stonnington,-37.837,144.9907,Southern Metropolitan,14887.0,48.0,2017,2,25,5
South Yarra,3,h,1800000.0,Jellis,3.3,3.0,2.0,3.0,510.0,125.0,Stonnington,-37.8418,144.986,Southern Metropolitan,14887.0,118.0,2017,2,25,5
South Yarra,1,u,280000.0,Marshall,3.3,1.0,1.0,0.0,0.0,35.0,Stonnington,-37.8423,144.997,Southern Metropolitan,14887.0,108.0,2017,2,25,5
South Yarra,2,u,613000.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.838,145.0011,Southern Metropolitan,14887.0,48.0,2016,7,26,1
South Yarra,2,u,520000.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,62.0,Melbourne,-37.8323,144.9876,Southern Metropolitan,14887.0,128.0,2016,7,26,1
South Yarra,1,u,510000.0,hockingstuart,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0,18.0,2016,6,27,0
South Yarra,2,h,1200000.0,Jellis,3.3,2.0,1.0,0.0,176.0,84.0,Stonnington,-37.8436,144.9925,Southern Metropolitan,14887.0,78.0,2016,6,27,0
South Yarra,2,u,480000.0,Ray,3.3,2.0,1.0,1.0,0.0,61.0,Stonnington,-37.8337,144.9886,Southern Metropolitan,14887.0,53.0,2016,6,27,0
South Yarra,2,u,660000.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.8414,145.0043,Southern Metropolitan,14887.0,48.0,2016,6,27,0
South Yarra,2,u,470000.0,Jellis,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.845,145.0001,Southern Metropolitan,14887.0,48.0,2016,11,27,6
South Yarra,2,u,621500.0,hockingstuart,3.3,2.0,1.0,1.0,0.0,125.0,Stonnington,-37.835,144.9905,Southern Metropolitan,14887.0,48.0,2016,11,27,6
South Yarra,4,h,2667000.0,Kay,3.3,4.0,3.0,2.0,446.0,125.0,Stonnington,-37.8454,144.9989,Southern Metropolitan,14887.0,118.0,2016,11,27,6
South Yarra,3,h,2200000.0,Jellis,3.3,3.0,2.0,0.0,358.0,238.0,Stonnington,-37.8425,145.0031,Southern Metropolitan,14887.0,103.0,2016,11,27,6
South Yarra,3,h,1700000.0,Morrison,3.3,3.0,1.0,1.0,178.0,172.0,Stonnington,-37.8404,145.0022,Southern Metropolitan,14887.0,124.0,2016,11,27,6
South Yarra,3,h,1056800.0,Jellis,3.3,3.0,2.0,1.0,90.0,125.0,Stonnington,-37.8406,144.9864,Southern Metropolitan,14887.0,48.0,2016,5,28,5
South Yarra,3,h,2400000.0,Williams,3.3,3.0,2.0,1.0,350.0,125.0,Stonnington,-37.8422,144.9884,Southern Metropolitan,14887.0,48.0,2016,5,28,5
South Yarra,1,u,410000.0,Biggin,3.3,1.0,1.0,1.0,0.0,125.0,Stonnington,-37.8337,144.9886,Southern Metropolitan,14887.0,48.0,2016,5,28,5
South Yarra,1,u,260800.0,Williams,3.3,2.0,1.0,0.0,0.0,125.0,Melbourne,-37.8437,144.9852,Southern Metropolitan,14887.0,58.0,2016,5,28,5
South Yarra,2,h,1200000.0,LITTLE,3.3,2.0,1.0,1.0,163.0,86.0,Stonnington,-37.8446,144.9879,Southern Metropolitan,14887.0,118.0,2016,5,28,5
South Yarra,3,h,1540000.0,Marshall,3.3,3.0,2.0,1.0,149.0,140.0,Stonnington,-37.8448,144.9882,Southern Metropolitan,14887.0,15.0,2016,5,28,5
South Yarra,2,u,826000.0,Jellis,3.3,2.0,1.0,1.0,0.0,79.0,Melbourne,-37.8342,144.9842,Southern Metropolitan,14887.0,48.0,2016,8,28,6
South Yarra,2,u,910000.0,Williams,3.3,2.0,0.0,0.0,0.0,125.0,Melbourne,-37.8357,144.9859,Southern Metropolitan,14887.0,48.0,2016,8,28,6
South Yarra,3,t,1715000.0,Williams,3.3,2.0,2.0,2.0,0.0,125.0,Melbourne,-37.8374,144.9852,Southern Metropolitan,14887.0,48.0,2016,8,28,6
South Yarra,3,h,1700000.0,Biggin,3.3,2.0,2.0,1.0,181.0,148.0,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887.0,28.0,2016,8,28,6
South Yarra,2,u,505000.0,LITTLE,3.3,2.0,1.0,1.0,0.0,72.0,Stonnington,-37.8453,145.0012,Southern Metropolitan,14887.0,49.0,2016,7,30,5
